Word	OCR variants
pude [537]	pute [399], puye [81], kude [475], pudi [511], pede [432], puse [298], puge [179]
hout [537]	houl [170], sout [208], nout [268]
atea [537]	anea [186], etea [50], atoa [456], otea [76]
después [537]	despues [336]
LÚ [537]	LZ [379], LX [445]
kiap [537]	kiau [392], klap [229]
karuk [537]	karok [351]
CL9 [537]	CLT [497], CLP [57], CLC [357]
sequ [537]	requ [314]
gbaya [537]	mbaya [153], gbeya [326]
6ng [537]	vng [185], cng [270], qng [121], jng [435], wng [248]
ilina [537]	alina [275], isina [219]
láti [537]	káti [52], náti [99], máti [60]
restated [537]	restates [131]
voicclcss [537]	voicelcss [70], voiccless [144]
prxâ [536]	priâ [67]
herr [536]	heer [449], hebr [396], herz [257]
hdm [536]	mdm [194], cdm [205], ldm [368], gdm [119], bdm [95], ddm [241], hbm [59], ydm [198], qdm [111], hsm [103], hkm [103], udm [110], hdw [102], hdr [329], hdp [156], wdm [67], hdf [55], idm [198], hqm [107], rdm [210], hdk [234], hdh [166]
shay [536]	shas [136], shai [358]
yth [536]	yrh [66], ydh [124], yty [138], ytt [457], pth [278], hth [275], ytn [315], ych [435], ytj [141], ytk [104], ytb [84], ylh [72]
fiel [536]	fiei [71], fiet [96]
mpondo [536]	mpongo [57]
ayag [536]	acag [103], ayai [264], amag [219], ayal [409], eyag [87], ayab [274], atag [200], ayay [217], anag [304], arag [405], ayas [277]
inang [536]	inung [203], anang [447], imang [99]
naim [535]	naie [101], neim [162], naia [392]
thongs [535]	thonga [66]
sart [535]	sarj [174], satt [379], sarm [226], sarc [101], sarf [89], sawt [119], sard [472], jart [67], zart [64], sirt [151], iart [55], sarr [308], sakt [104], gart [195], sarv [74], sarp [137]
camanu [535]	camano [327]
ndv [535]	idv [92], nyv [289], nbv [122], ncv [312], ntv [172], nfv [95], ngv [397], ldv [68], nnv [228], npv [57], tdv [84], nsv [55], njv [90]
goru [535]	gohu [81], noru [271], boru [440], joru [94], giru [194], golu [317], gotu [104]
basal [535]	hasal [71]
gome [535]	gowe [131], goye [79], gomo [476], gose [155]
müller [535]	moller [159]
allom [535]	allop [134]
indg [534]	lndg [70]
jibu [534]	aibu [85], sibu [307], jipu [56], jiba [523], dibu [193], jihu [69], jibi [291], jiku [84], bibu [90], jubu [222], libu [273]
sarai [534]	samai [118], sarad [68], larai [114], harai [75], sarii [101], aarai [70]
idha [534]	igha [126], idya [166], ibha [102], idhu [96], udha [55], idza [473], idaa [218], idhi [332], idda [412], idhn [61], idho [144], odha [92], iiha [235]
dwells [534]	swells [309]
piir [534]	ziir [107], piit [404], piis [332], xiir [98], pitr [121], piin [368], wiir [233], jiir [274], aiir [59], phir [527], niir [237], hiir [410], siir [448]
quelle [534]	quella [168]
1968a [534]	1968b [435]
lett [534]	letn [60], lert [85], lltt [147], lelt [73], tett [212]
adï [534]	ayï [96], ndï [145], amï [85], atï [229], awï [60], idï [257], aiï [52], akï [164], apï [52], asï [249], arï [287]
hóle [534]	hóla [403]
jers [533]	jels [71]
lukus [533]	lukis [65], lulus [152]
disco [533]	discu [423]
PROPOSITION [533]	PREPOSITION [374]
jahani [533]	lahani [157]
pilyamo [533]	pelyamo [210], silyamo [500]
SETTING [533]	GETTING [83]
TAJ [533]	TAT [516], TAX [186], RAJ [52], TAY [50], TAZ [242], TAD [178], TAL [105], MAJ [122], TAI [163], TAK [157]
lura [533]	lurt [100], iura [147], lera [416]
mber [533]	nber [95], lber [72], mbir [108], mbee [146]
sólo [533]	sdlo [63]
iswan [533]	ikwan [134]
loth [532]	llth [164], hoth [342]
RESP [532]	RESL [143], REST [502]
kanyara [532]	ganyara [86]
antara [532]	andara [118]
inupiaq [532]	inupiat [246]
kurde [532]	kurdi [218]
cori [532]	ciri [500], rori [387], coro [452], curi [321]
igen [532]	iben [283], ijen [103], ogen [207], egen [309], lgen [318]
mds [532]	dds [193], mdk [161], mcs [469], mdg [121], uds [212]
fifi [532]	fiui [56], fiti [480], fiii [447], tifi [404], uifi [55], mifi [135], fifl [102], lifi [412], fafi [174], fioi [83], fiai [116]
belum [532]	belom [109], balum [132], beluh [139]
markerâ [532]	markedâ [95]
æto [532]	ægo [86], wto [368]
morin [532]	murin [115]
rehe [532]	eehe [112], pehe [375], yehe [402], rohe [75], rewe [150], xehe [243], kehe [445], dehe [284], reho [62], wehe [318], reme [381], rihe [114]
ntama [532]	ntima [77], ntaka [164], utama [249], ntoma [64]
boysâ [532]	bossâ [80]
liin [532]	lkin [342], biin [527], yiin [519], liln [78], fiin [233], aiin [135], riin [315], liil [524], liij [300], liik [321], liih [181], liif [127], liig [158], piin [368], jiin [328], lcin [116], liiy [144], liiv [119], liiw [285], liit [337], liiu [175], liir [222], liip [150], liiq [64]
kide [531]	kise [500], kude [475], kiye [389]
bifi [531]	bici [304]
nduk [531]	ndek [83], ndum [193], ndik [303]
ùå [531]	ùi [208], bå [366], ùj [91], yå [362], ùl [92], ùo [52], ùa [425], zå [104], ùe [271], gå [180], ùz [81], jå [53], ùs [60], ùu [358]
stemâ [531]	itemâ [85], stemo [70], seemâ [127]
mây [531]	mâl [53], mân [151], mâo [96], dây [155], kây [72], hây [153], gây [116]
3ï [531]	zï [205], xï [100], vï [204], hï [345], gï [513], qï [59], fï [180]
manas [531]	mamas [115], manes [389], majas [80], manat [494], manah [332], manai [394], manag [159]
absâ [531]	abeâ [51], ablâ [132], atsâ [266]
DOG [531]	DIG [140], DON [504], FOG [120]
simpl [531]	simil [475]
coop [531]	coot [332]
scooped [531]	swooped [52]
moll [530]	holl [337], moul [131]
pacha [530]	pachi [355], kacha [386], wacha [107], cacha [124], picha [239], macha [296], yacha [163], sacha [98]
tonological [530]	honological [70]
iyâ [530]	ipâ [365], ivâ [280], lyâ [290], yyâ [78], ihâ [436], ixâ [404], ryâ [116], igâ [232], ieâ [250], oyâ [233], wyâ [72], syâ [185], iwâ [261], iuâ [306], hyâ [182], tyâ [316], uyâ [101], ioâ [436], iyg [88], iyc [118], iym [153], ibâ [358], iyh [83], iyj [159], iyt [274], jyâ [108], iyp [102], iys [181], iyr [149]
himselfâ [530]	himselfi [218], himselfj [66]
ssn [530]	tsn [505], nsn [523], snn [361], sst [443], ssv [80], ssm [237], ssl [281], sln [440], osn [239], ssj [133], sbn [141], ssc [175], gsn [229]
borr [530]	gorr [149], dorr [120], morr [258], oorr [104], berr [229], bors [80]
gapu [530]	gapa [416], wapu [147], gapi [343], rapu [499], gawu [237], gaku [487], gadu [500], papu [397], dapu [255], yapu [339], gayu [428], gafu [278]
sdn [530]	sdt [228], sdu [238], jdn [191], sbn [141], sds [159], xdn [118], sdj [105], bdn [378], sdy [143], sfn [433], pdn [378], zdn [145], ddn [472], sdd [289], sdl [367], rdn [244], sdh [102], gdn [435], sdk [252]
agentis [530]	agentiv [118]
pluraliser [530]	pluralised [433]
foggy [529]	soggy [123], boggy [146]
cleanâ [529]	clearâ [262]
permanence [529]	permanency [118]
rumour [529]	tumour [213]
CLFR [529]	CLFI [82]
PRU [529]	URU [394]
ompa [529]	ompe [51], onpa [53], umpa [229]
stealâ [528]	steamâ [73]
fehan [528]	nehan [318]
mû [528]	sû [319], hû [138], tû [200], fû [58], gû [187], yû [165], nû [240], wû [164], lû [146]
gramática [528]	gramdtica [55]
leafâ [528]	leakâ [92], deafâ [149], leafs [83], leanâ [117]
manana [528]	manasa [193], panana [135], makana [290]
lhan [528]	ihan [399], jhan [231], lhon [65], ljan [157], lhnn [51], lcan [119], hhan [102], rhan [197], luan [391]
NUC [528]	NIC [107], SUC [180], NVC [147]
llin [528]	ltin [193], lliu [139], llil [441], llis [200], tlin [414], glin [73], blin [151], lyin [138], llio [290], llid [84], hlin [89], llia [137], clin [167], llon [271], llij [123], rlin [112]
ën [528]	ëc [86], ëa [387], ëe [114], ëk [310], ëi [279], ëh [123], ëm [66], ël [55], ës [250], ër [224], ëp [69], ët [163], ëy [121], ëx [126]
moos [528]	poos [246], mooi [417], boos [219], mool [210], toos [230], noos [146], koos [371], foos [58]
escuela [528]	eskuela [51]
jingpho [527]	singpho [462]
ists [527]	ises [210], ests [186]
stati [527]	stato [264], spati [76], stadi [96], stata [114]
hosting [527]	posting [128]
wqd [527]	wqt [110]
PRESS [527]	DRESS [202]
nonnal [527]	fonnal [380]
marina [527]	zarina [136], marino [295], harina [166]
xnj [527]	rnj [469], xnt [248], hnj [112], dnj [238], pnj [186], jnj [504]
kerja [527]	karja [228]
middleâ [527]	riddleâ [53]
KEA [527]	KWA [349], KEN [107], KAA [92], FEA [54], TEA [163], KNA [89], KIA [56], KUA [66]
h1s [527]	hfs [89], h1t [124], hrs [329], hjs [143], h1m [407]
POP [527]	PON [186], FOP [72]
EPC [526]	EIC [97], EPE [207], VPC [173], EPP [467]
go¹ [526]	jo¹ [157], mo¹ [74], gl¹ [56]
bhari [526]	bhati [59], bhani [59], thari [336], phari [84], mhari [76], dhari [352], bhahi [50], khari [405], bhare [76], bhasi [69], ghari [278], bhara [173]
woll [526]	voll [424], wull [180], zoll [186], wolt [78], noll [173]
husi [526]	humi [366], gusi [228], huvi [76]
kapt [526]	hapt [114], kaft [125], kapp [314], kast [410], katt [513], rapt [155], kawt [170], kamt [177], kapl [151], kayt [163]
apne [526]	apna [494], apni [304], apnl [82], apno [58], dpne [76], apie [179], aphe [108], apke [62]
it6 [526]	iy6 [324]
segala [526]	sagala [398]
în [526]	îi [371], îl [158]
inat [526]	indt [85], ivat [120], innt [56], inlt [144], icat [483], inar [304], rnat [204], igat [198], irat [194], intt [194], itat [226], iiat [87], inag [144], inac [92], inet [167]
reidel [526]	reibel [102]
qatl [526]	qanl [52], xatl [474], qitl [75], qate [142], qati [406], qaal [87], katl [386], qatt [109], qatu [184], qall [95], qabl [214], qutl [72]
demib [526]	demia [135]
dge [525]	dne [414], dgc [57], dgg [174], dgh [150], dce [224], dbe [168], jge [180], lge [428], dgr [164], dgs [55], rge [491], dgt [91], dfe [396], dme [302]
086 [525]	08b [118], 08a [138]
tems [525]	toms [203]
balas [525]	balis [81], malas [339], baras [254], bakas [457], balat [191], balak [342], balah [169], batas [97], belas [297]
ndä [525]	ngä [273], nyä [51], nzä [167]
nombres [525]	hombres [237]
tort [525]	lort [106], tott [199], tolt [65], tont [172], torr [163], torj [139]
CONSEC [525]	CONSEQ [288]
vuka [525]	wuka [334], vusa [84]
djfe [525]	ojfe [153]
alveolo [525]	alveola [146]
mamma [525]	maima [129], pamma [192], yamma [350]
somet [525]	somew [115], someo [142]
borrows [524]	borrowe [58]
sprung [524]	sprang [439]
cumming [524]	cummins [136]
1ike [524]	zike [461]
amata [524]	atata [220], amasa [84], abata [130], umata [53], amaka [317], amaha [74], amate [125]
akana [524]	atana [320], akani [126], akaka [127], akaja [54], afana [126], akaha [133], ahana [120], akena [187], akawa [92], akala [279], akata [236], akara [317], agana [276]
ikat [524]	ipat [138], ikau [190], ikad [51], ikot [174], ikut [440]
woni [524]	loni [390], wodi [418], wogi [74], wosi [274], wohi [87], wone [346], woki [109], woti [188], womi [274], woyi [212]
winya [524]	ninya [417], linya [135], pinya [370], winda [248], sinya [157], binya [462], kinya [468], wanya [306]
onne [524]	onni [293], oone [293], snne [56], onme [87], oine [149]
miskin [524]	maskin [66]
CVCCV [524]	CVNCV [67], CVCCC [122], CVVCV [231], CVCVV [132]
isak [524]	lsak [334], isag [91], isok [210], isab [203], ipak [252], isuk [104], msak [110], iyak [293], idak [165]
dharma [524]	dhamma [142]
A12 [524]	F12 [54], B12 [176], P12 [114], R12 [120], J12 [51]
WHITE [524]	WHILE [483]
ålå [524]	ulå [84], åtå [76]
cosas [523]	casas [423]
rustle [523]	bustle [212]
patas [523]	payas [82], patag [62]
cristobal [523]	cristoval [134]
ymin [523]	hmin [253], smin [261]
mariam [523]	myriam [68]
XCOMP [523]	SCOMP [193]
uture [523]	hture [64]
seram [523]	selam [129]
hulle [523]	julle [134], helle [127]
haili [523]	haizi [101]
brata [522]	srata [53], brate [75], brada [115]
poisson [522]	boisson [81]
bravo [522]	brazo [81]
mille [522]	molle [77]
nyoo [522]	nyon [292], naoo [144], ngoo [283], nyor [166], nyuo [482]
casos [522]	casas [423]
doz [522]	aoz [66], zoz [90], joz [179], foz [165], woz [243]
099 [522]	09a [127], 09b [130]
ising [522]	izing [283], ssing [165]
kuun [522]	tuun [483], muun [329], wuun [65], fuun [83], kuus [355], buun [266], kuum [169], huun [310], ruun [110], quun [72]
artâ [521]	ariâ [147], astâ [89], arkâ [67], aroâ [51], arcâ [88], aftâ [111], aitâ [75], urtâ [63]
foki [521]	foli [285]
devenir [521]	revenir [126]
hisa [521]	fisa [205], hiwa [469], hiso [252], hipa [249], hiha [209], hica [179], higa [294]
horrible [521]	horribly [91]
mawe [521]	wawe [224], mawi [493], mewe [82], pawe [111], yawe [447]
communist [521]	communism [101]
passively [521]	massively [89]
ilyi [521]	alyi [122]
possessiv [521]	possessio [107]
oratory [521]	orators [324]
asd [520]	usd [247], acd [280], nsd [166], awd [422], ksd [99], esd [239], axd [138], bsd [102], ssd [145], dsd [211], msd [177]
consec [520]	conseq [346]
bacan [520]	bauan [159], batan [309]
taso [520]	waso [241]
3masgs [519]	3masgo [134]
vite [519]	dite [337], vete [347], vive [293]
IIS [519]	SIS [417], ISS [242], IIY [160], MIS [85], IBS [95], IIU [488], IIT [241], IIW [161], IIV [131], IIQ [97], IIP [510], IIR [85], IOS [218], IIX [83], IIE [148], IID [114], IIL [188], IUS [122], IIN [194], IIH [252], IIK [61], FIS [57], IES [123], JIS [86], ICS [172], IIO [474], IJS [123], IVS [94], OIS [71]
appreciable [519]	appreciably [255]
denne [519]	senne [123], menne [85], tenne [368], nenne [143], denna [222], kenne [495], danne [174]
kwop [519]	kwoo [96], kwon [340], kwos [57], kwor [217], kwot [202], kwoy [53]
nativization [519]	nativisation [56]
MLT [519]	CLT [497], MMT [273], FLT [54]
parni [519]	warni [348], parna [310], barni [175], marni [262], parri [324]
ti2 [519]	hi2 [161], ki2 [156], tu2 [123], ni2 [348], bi2 [138], te2 [190], ai2 [150], ci2 [165], ta2 [466], ri2 [77], ui2 [118], wi2 [98], oi2 [60], pi2 [109], fi2 [62], si2 [205], tm2 [115], gi2 [176], to2 [210], tw2 [109], ji2 [202], li2 [224], yi2 [136], mi2 [220]
contras [519]	contrac [154]
parole [519]	parola [151]
harmonizing [519]	harmonising [157]
ype [518]	vpe [68], ypc [83]
pado [518]	pabo [107], pamo [220], pawo [83]
trails [518]	trains [361]
sable [518]	sabre [332]
yakan [518]	yanan [147], takan [411], yatan [96]
taqe [518]	saqe [191], taxe [198], taqa [509]
hiba [518]	hoba [302], yiba [250], ciba [175], hiha [209], giba [319]
gr3 [518]	grl [344]
prepo [518]	propo [245]
nishi [517]	lishi [152], mishi [160], nichi [176]
stakes [517]	staked [88], staves [127]
squeak [517]	squeal [323]
belts [517]	bolts [186]
evenâ [517]	everâ [236]
syllabl [517]	syllabe [429], syllabi [280]
radu [517]	raju [434]
THAI [517]	THAN [277]
gifi [517]	mifi [135], giyi [251], giji [125]
wuro [517]	quro [153], wurn [99], wulo [145]
fading [517]	wading [297]
innu [517]	ennu [276]
mudo [517]	muwo [78], hudo [144], muco [65]
squint [517]	squirt [400]
dhal [517]	dhol [266], dhel [56], dhul [180], dhad [70], dhak [255], ghal [371], dhil [81], dham [293], dhas [69], dhap [58], dhav [61], dhau [89], dhai [203]
shear [517]	sheaf [413]
thoro [516]	thero [465], thoao [53], thore [475], thora [207], thorc [55], thooo [67], whoro [118], thoso [288]
lamas [516]	lamah [108], samas [169], lawas [235], lalas [175]
wanyja [516]	manyja [138], wanyji [182], kanyja [80]
walad [516]	walid [50], wahad [133], balad [266]
iila [516]	iilo [212], iiwa [239], iisa [349], iiga [215], iilg [58], iija [313], iida [260], rila [211], iiba [254], iilu [127]
tún [516]	gún [56], túr [100], túu [92], tút [51], túw [111], túy [52], kún [357], hún [136], mún [274], dún [113], pún [50], cún [66], fún [326], túg [87], bún [226], túk [137], nún [345], túm [385], túl [122]
CUT [516]	COT [154], NUT [85], TUT [86], HUT [100], CUL [89], CUR [78]
ANS [516]	ARS [75], ANV [118], AVS [77], AUS [390], AOS [152], ANY [394], AYS [93]
jeep [516]	beep [119], jeel [91]
liat [516]	tiat [232], siat [353], luat [226], giat [96]
misti [516]	masti [183], miste [180], musti [375], mesti [360]
takka [516]	tikka [208], tekka [131], lakka [178], dakka [158], taksa [69], tokka [81], bakka [360], yakka [236]
negativ [516]	negatio [128]
plet [516]	blet [97], plit [271], alet [198], plee [110], slet [93], klet [75], plen [435], plei [222]
WFR [516]	WFC [371], WFA [126], WFS [160]
ZRUG [516]	ZRUN [332]
wieder [515]	nieder [59], lieder [59], widder [203]
luang [515]	ruang [151], muang [257], guang [449], quang [140], loang [105], kuang [184], duang [105]
sented [515]	mented [130]
yanku [515]	yandu [352], yanki [82]
xou [515]	xov [185], uou [393], xog [257], oou [352], xeu [81], xoe [101], eou [149], xoa [375]
kiru [515]	ciru [166], viru [103], keru [485], kimu [232], kisu [411], kiku [314], kiyu [144], siru [332], iiru [160], kibu [108]
pisang [515]	pinang [371], pasang [370]
lawn [514]	sawn [216]
pott [514]	putt [395], hott [144], pont [246], kott [300], rott [109], bott [201]
orderâ [514]	orderr [101]
áti [514]	ázi [81], áta [308], ábi [68], áni [498], áts [99], ádi [93]
vo1 [514]	co1 [247]
ushu [514]	nshu [56], ushi [376], ushe [127]
warai [514]	wakai [111], rarai [62], parai [378], wahai [103], narai [177]
SFE [514]	SSE [267]
rki [514]	wki [96], rkw [126], rkr [65], rwi [374], bki [228], gki [255], rko [254], rpi [241], rgi [303], rkn [50], pki [211]
kwaio [514]	awaio [111]
sultana [514]	sultani [64]
stret [514]	strit [100], strut [257]
coke [513]	ceke [88]
ssion [513]	nsion [121], usion [114]
rume [513]	mume [212], rumd [68], reme [381]
blush [513]	slush [121], flush [301]
smite [513]	smote [157]
inadvertently [513]	inadvertantly [54]
10â [513]	1râ [113], 10f [143], 1iâ [91], 1nâ [130], 1aâ [88], 1mâ [58], 10u [68]
USD [513]	USO [84], BSD [123], LSD [55], USS [177]
joro [513]	jojo [218], jowo [57], jori [374], yoro [418], joru [94], jodo [110], ooro [255], qoro [313], joto [182]
mose [513]	mosu [308], mowe [134], kose [474], yose [203], vose [167]
a2s [512]	a2p [143], s2s [137], p2s [322]
iì [512]	zì [163], oì [407], xì [224], vì [376], fì [168], qì [62], pì [431]
CASES [512]	BASES [237]
hazar [512]	hawar [124], hajar [362], hazor [55], hezar [98], hazir [62]
waa¹ [512]	maa¹ [106], saa¹ [118]
perceiver [512]	perceives [459]
SETR [512]	GETR [219], SETQ [72]
venu [512]	veau [83]
tasu [512]	tasl [66], lasu [236], tusu [254], tisu [169], tesu [448], qasu [210]
grammatika [512]	grammatiki [154]
EVN [512]	SVN [295], EVI [230], EVE [76], EPN [509], EVS [78], OVN [314], PVN [434]
soundâ [512]	roundâ [441], poundâ [201], woundâ [214]
kwali [511]	kwati [388], kwawi [129], kweli [92]
wuda [511]	wuga [182], wida [417], duda [415], woda [360], wuia [85], wuwa [96], wudi [413], wuma [225], wuka [334], wudn [54], wuya [422]
